"year","month","sector","geothermalEnergy","solarEnergy","windEnergy","total_biomassEnergy","total_hydroelectricPower","total_biofuels","total_renewableEnergy"
"1976","1","Transportation","0","0","0","0.000","0","0","0.000"
"1976","2","Commerical","0","0","0","0.721","0","0","0.721"
"1976","2","Electric Power","1.053","0","0","0.155","83.664","0","84.872"
"1976","2","Industrial","0","0","0","96.657","0.963","0","97.620"
"1976","2","Residential","0","0","0","38.162","0","0","38.162"
"1976","2","Transportation","0","0","0","0.000","0","0","0.000"
"1976","3","Commerical","0","0","0","0.771","0","0","0.771"
"1976","3","Electric Power","1.127","0","0","0.163","90.632","0","91.922"
"1976","3","Industrial","0","0","0","103.323","0.997","0","104.320"
"1976","3","Residential","0","0","0","40.794","0","0","40.794"
"1976","3","Transportation","0","0","0","0.000","0","0","0.000"
"1976","4","Commerical","0","0","0","0.746","0","0","0.746"
"1976","4","Electric Power","1.015","0","0","0.149","82.355","0","83.519"
"1976","4","Industrial","0","0","0","99.990","1.024","0","101.014"
"1976","4","Residential","0","0","0","39.478","0","0","39.478"
"1976","4","Transportation","0","0","0","0.000","0","0","0.000"
"1976","5","Commerical","0","0","0","0.771","0","0","0.771"
"1976","5","Electric Power","0.97","0","0","0.159","87.061","0","88.190"
"1976","5","Industrial","0","0","0","103.323","1.004","0","104.327"
"1976","5","Residential","0","0","0","40.794","0","0","40.794"
"1976","5","Transportation","0","0","0","0.000","0","0","0.000"
"1976","6","Commerical","0","0","0","0.746","0","0","0.746"
"1976","6","Electric Power","1.008","0","0","0.191","87.22","0","88.419"
"1976","6","Industrial","0","0","0","99.990","0.962","0","100.952"
"1976","6","Residential","0","0","0","39.478","0","0","39.478"
"1976","6","Transportation","0","0","0","0.000","0","0","0.000"
"1976","7","Commerical","0","0","0","0.771","0","0","0.771"
"1976","7","Electric Power","1.089","0","0","0.200","88.93","0","90.219"
"1976","7","Industrial","0","0","0","103.323","0.877","0","104.200"
"1976","7","Residential","0","0","0","40.794","0","0","40.794"
"1976","7","Transportation","0","0","0","0.000","0","0","0.000"
"1976","8","Commerical","0","0","0","0.771","0","0","0.771"
"1976","8","Electric Power","1.072","0","0","0.223","81.351","0","82.646"
"1976","8","Industrial","0","0","0","103.323","0.803","0","104.126"
"1976","8","Residential","0","0","0","40.794","0","0","40.794"
"1976","8","Transportation","0","0","0","0.000","0","0","0.000"
"1976","9","Commerical","0","0","0","0.746","0","0","0.746"
"1976","9","Electric Power","1.044","0","0","0.222","69.496","0","70.762"
"1976","9","Industrial","0","0","0","99.990","0.69","0","100.680"
"1976","9","Residential","0","0","0","39.478","0","0","39.478"
"1976","9","Transportation","0","0","0","0.000","0","0","0.000"
"1976","10","Commerical","0","0","0","0.771","0","0","0.771"
"1976","10","Electric Power","1.014","0","0","0.226","71.792","0","73.032"
"1976","10","Industrial","0","0","0","103.323","0.899","0","104.222"
"1976","10","Residential","0","0","0","40.794","0","0","40.794"
"1976","10","Transportation","0","0","0","0.000","0","0","0.000"
"1976","11","Commerical","0","0","0","0.746","0","0","0.746"
"1976","11","Electric Power","0.854","0","0","0.438","67.571","0","68.863"
"1976","11","Industrial","0","0","0","99.990","0.892","0","100.882"
"1976","11","Residential","0","0","0","39.478","0","0","39.478"
"1976","11","Transportation","0","0","0","0.000","0","0","0.000"
"1976","12","Commerical","0","0","0","0.771","0","0","0.771"
"1976","12","Electric Power","0.975","0","0","0.476","68.988","0","70.439"
"1976","12","Industrial","0","0","0","103.323","0.912","0","104.235"
"1976","12","Residential","0","0","0","40.794","0","0","40.794"
"1976","12","Transportation","0","0","0","0.000","0","0","0.000"
"1977","1","Commerical","0","0","0","0.874","0","0","0.874"
"1977","1","Electric Power","1.057","0","0","0.514","70.63","0","72.201"
"1977","1","Industrial","0","0","0","108.818","1.001","0","109.819"
"1977","1","Residential","0","0","0","46.014","0","0","46.014"
"1977","1","Transportation","0","0","0","0.000","0","0","0.000"
"1977","2","Commerical","0","0","0","0.789","0","0","0.789"
"1977","2","Electric Power","0.923","0","0","0.538","51.691","0","53.152"
"1977","2","Industrial","0","0","0","98.287","0.732","0","99.019"
"1977","2","Residential","0","0","0","41.561","0","0","41.561"
"1977","2","Transportation","0","0","0","0.000","0","0","0.000"
"1977","3","Commerical","0","0","0","0.874","0","0","0.874"
"1977","3","Electric Power","1.046","0","0","0.511","67.56","0","69.117"
"1977","3","Industrial","0","0","0","108.818","0.957","0","109.775"
"1977","3","Residential","0","0","0","46.014","0","0","46.014"
"1977","3","Transportation","0","0","0","0.000","0","0","0.000"
"1977","4","Commerical","0","0","0","0.845","0","0","0.845"
"1977","4","Electric Power","0.933","0","0","0.477","63.607","0","65.017"
"1977","4","Industrial","0","0","0","105.308","0.901","0","106.209"
"1977","4","Residential","0","0","0","44.530","0","0","44.530"
"1977","4","Transportation","0","0","0","0.000","0","0","0.000"
"1977","5","Commerical","0","0","0","0.874","0","0","0.874"
"1977","5","Electric Power","1.007","0","0","0.480","63.726","0","65.213"
"1977","5","Industrial","0","0","0","108.818","0.903","0","109.721"
"1977","5","Residential","0","0","0","46.014","0","0","46.014"
"1977","5","Transportation","0","0","0","0.000","0","0","0.000"
"1977","6","Commerical","0","0","0","0.845","0","0","0.845"
"1977","6","Electric Power","0.991","0","0","0.470","58.776","0","60.237"
"1977","6","Industrial","0","0","0","105.308","0.833","0","106.141"
"1977","6","Residential","0","0","0","44.530","0","0","44.530"
"1977","6","Transportation","0","0","0","0.000","0","0","0.000"
"1977","7","Commerical","0","0","0","0.874","0","0","0.874"
"1977","7","Electric Power","1.048","0","0","0.214","57.317","0","58.579"
"1977","7","Industrial","0","0","0","108.818","0.812","0","109.630"
"1977","7","Residential","0","0","0","46.014","0","0","46.014"
"1977","7","Transportation","0","0","0","0.000","0","0","0.000"
"1977","8","Commerical","0","0","0","0.874","0","0","0.874"
"1977","8","Electric Power","0.96","0","0","0.375","57.022","0","58.357"
"1977","8","Industrial","0","0","0","108.818","0.808","0","109.626"
"1977","8","Residential","0","0","0","46.014","0","0","46.014"
"1977","8","Transportation","0","0","0","0.000","0","0","0.000"
"1977","9","Commerical","0","0","0","0.845","0","0","0.845"
"1977","9","Electric Power","1.028","0","0","0.427","56.041","0","57.496"
"1977","9","Industrial","0","0","0","105.308","0.794","0","106.102"
"1977","9","Residential","0","0","0","44.530","0","0","44.530"
"1977","9","Transportation","0","0","0","0.000","0","0","0.000"
"1977","10","Commerical","0","0","0","0.874","0","0","0.874"
"1977","10","Electric Power","1.075","0","0","0.466","58.649","0","60.190"
"1977","10","Industrial","0","0","0","108.818","0.831","0","109.649"
"1977","10","Residential","0","0","0","46.014","0","0","46.014"
"1977","10","Transportation","0","0","0","0.000","0","0","0.000"
"1977","11","Commerical","0","0","0","0.845","0","0","0.845"
"1977","11","Electric Power","1.08","0","0","0.317","69.596","0","70.993"
"1977","11","Industrial","0","0","0","105.308","0.986","0","106.294"
"1977","11","Residential","0","0","0","44.530","0","0","44.530"
"1977","11","Transportation","0","0","0","0.000","0","0","0.000"
"1977","12","Commerical","0","0","0","0.874","0","0","0.874"
"1977","12","Electric Power","1.075","0","0","0.229","77.644","0","78.948"
"1977","12","Industrial","0","0","0","108.818","1.1","0","109.918"
"1977","12","Residential","0","0","0","46.014","0","0","46.014"
"1977","12","Transportation","0","0","0","0.000","0","0","0.000"
"1978","1","Commerical","0","0","0","1.005","0","0","1.005"
"1978","1","Electric Power","1.095","0","0","0.368","85.525","0","86.988"
"1978","1","Industrial","0","0","0","118.940","0.929","0","119.869"
"1978","1","Residential","0","0","0","52.815","0","0","52.815"
"1978","1","Transportation","0","0","0","0.000","0","0","0.000"
"1978","2","Commerical","0","0","0","0.908","0","0","0.908"
"1978","2","Electric Power","0.94","0","0","0.346","75.783","0","77.069"
"1978","2","Industrial","0","0","0","107.430","0.823","0","108.253"
"1978","2","Residential","0","0","0","47.703","0","0","47.703"
"1978","2","Transportation","0","0","0","0.000","0","0","0.000"
"1978","3","Commerical","0","0","0","1.005","0","0","1.005"
"1978","3","Electric Power","0.777","0","0","0.376","84.038","0","85.191"
"1978","3","Industrial","0","0","0","118.940","0.913","0","119.853"
"1978","3","Residential","0","0","0","52.815","0","0","52.815"
"1978","3","Transportation","0","0","0","0.000","0","0","0.000"
"1978","4","Commerical","0","0","0","0.973","0","0","0.973"
"1978","4","Electric Power","0.655","0","0","0.162","86.343","0","87.160"
"1978","4","Industrial","0","0","0","115.103","0.938","0","116.041"
"1978","4","Residential","0","0","0","51.111","0","0","51.111"
"1978","4","Transportation","0","0","0","0.000","0","0","0.000"
"1978","5","Commerical","0","0","0","1.005","0","0","1.005"
"1978","5","Electric Power","0.583","0","0","0.164","98.119","0","98.866"
"1978","5","Industrial","0","0","0","118.940","1.066","0","120.006"
"1978","5","Residential","0","0","0","52.815","0","0","52.815"
"1978","5","Transportation","0","0","0","0.000","0","0","0.000"
"1978","6","Commerical","0","0","0","0.973","0","0","0.973"
"1978","6","Electric Power","0.718","0","0","0.153","85.714","0","86.585"
"1978","6","Industrial","0","0","0","115.103","0.931","0","116.034"
"1978","6","Residential","0","0","0","51.111","0","0","51.111"
"1978","6","Transportation","0","0","0","0.000","0","0","0.000"
"1978","7","Commerical","0","0","0","1.005","0","0","1.005"
"1978","7","Electric Power","0.804","0","0","0.152","83.433","0","84.389"
"1978","7","Industrial","0","0","0","118.940","0.906","0","119.846"
"1978","7","Residential","0","0","0","52.815","0","0","52.815"
"1978","7","Transportation","0","0","0","0.000","0","0","0.000"
"1978","8","Commerical","0","0","0","1.005","0","0","1.005"
"1978","8","Electric Power","0.945","0","0","0.429","75.696","0","77.070"
"1978","8","Industrial","0","0","0","118.940","0.822","0","119.762"
"1978","8","Residential","0","0","0","52.815","0","0","52.815"
"1978","8","Transportation","0","0","0","0.000","0","0","0.000"
"1978","9","Commerical","0","0","0","0.973","0","0","0.973"
"1978","9","Electric Power","0.998","0","0","0.268","72.257","0","73.523"
"1978","9","Industrial","0","0","0","115.103","0.785","0","115.888"
"1978","9","Residential","0","0","0","51.111","0","0","51.111"
"1978","9","Transportation","0","0","0","0.000","0","0","0.000"
"1978","10","Commerical","0","0","0","1.005","0","0","1.005"
"1978","10","Electric Power","0.742","0","0","0.409","66.462","0","67.613"
"1978","10","Industrial","0","0","0","118.940","0.722","0","119.662"
"1978","10","Residential","0","0","0","52.815","0","0","52.815"
"1978","10","Transportation","0","0","0","0.000","0","0","0.000"
"1978","11","Commerical","0","0","0","0.973","0","0","0.973"
"1978","11","Electric Power","0.839","0","0","0.371","68.078","0","69.288"
"1978","11","Industrial","0","0","0","115.103","0.74","0","115.843"
"1978","11","Residential","0","0","0","51.111","0","0","51.111"
"1978","11","Transportation","0","0","0","0.000","0","0","0.000"
"1978","12","Commerical","0","0","0","1.005","0","0","1.005"
"1978","12","Electric Power","1.063","0","0","0.301","75.343","0","76.707"
"1978","12","Industrial","0","0","0","118.940","0.818","0","119.758"
"1978","12","Residential","0","0","0","52.815","0","0","52.815"
"1978","12","Transportation","0","0","0","0.000","0","0","0.000"
"1979","1","Commerical","0","0","0","1.173","0","0","1.173"
"1979","1","Electric Power","1.021","0","0","0.273","85.373","0","86.667"
"1979","1","Industrial","0","0","0","119.317","1.005","0","120.322"
"1979","1","Residential","0","0","0","61.837","0","0","61.837"
"1979","1","Transportation","0","0","0","0.000","0","0","0.000"
"1979","2","Commerical","0","0","0","1.060","0","0","1.060"
"1979","2","Electric Power","0.836","0","0","0.414","72.591","0","73.841"
"1979","2","Industrial","0","0","0","107.770","0.854","0","108.624"
"1979","2","Residential","0","0","0","55.852","0","0","55.852"
"1979","2","Transportation","0","0","0","0.000","0","0","0.000"
"1979","3","Commerical","0","0","0","1.173","0","0","1.173"
"1979","3","Electric Power","1.121","0","0","0.554","88.442","0","90.117"
"1979","3","Industrial","0","0","0","119.317","1.041","0","120.358"
"1979","3","Residential","0","0","0","61.837","0","0","61.837"
"1979","3","Transportation","0","0","0","0.000","0","0","0.000"
"1979","4","Commerical","0","0","0","1.135","0","0","1.135"
"1979","4","Electric Power","1.037","0","0","0.399","86.626","0","88.062"
"1979","4","Industrial","0","0","0","115.468","1.02","0","116.488"
"1979","4","Residential","0","0","0","59.842","0","0","59.842"
"1979","4","Transportation","0","0","0","0.000","0","0","0.000"
"1979","5","Commerical","0","0","0","1.173","0","0","1.173"
"1979","5","Electric Power","1.043","0","0","0.455","98.741","0","100.239"
"1979","5","Industrial","0","0","0","119.317","1.162","0","120.479"
"1979","5","Residential","0","0","0","61.837","0","0","61.837"
"1979","5","Transportation","0","0","0","0.000","0","0","0.000"
"1979","6","Commerical","0","0","0","1.135","0","0","1.135"
"1979","6","Electric Power","1.056","0","0","0.387","85.227","0","86.670"
"1979","6","Industrial","0","0","0","115.468","1.003","0","116.471"
"1979","6","Residential","0","0","0","59.842","0","0","59.842"
"1979","6","Transportation","0","0","0","0.000","0","0","0.000"
"1979","7","Commerical","0","0","0","1.173","0","0","1.173"
"1979","7","Electric Power","1.12","0","0","0.374","77.659","0","79.153"
"1979","7","Industrial","0","0","0","119.317","0.914","0","120.231"
"1979","7","Residential","0","0","0","61.837","0","0","61.837"
"1979","7","Transportation","0","0","0","0.000","0","0","0.000"
"1979","8","Commerical","0","0","0","1.173","0","0","1.173"
"1979","8","Electric Power","1.222","0","0","0.481","72.539","0","74.242"
"1979","8","Industrial","0","0","0","119.317","0.854","0","120.171"
"1979","8","Residential","0","0","0","61.837","0","0","61.837"
"1979","8","Transportation","0","0","0","0.000","0","0","0.000"
"1979","9","Commerical","0","0","0","1.135","0","0","1.135"
"1979","9","Electric Power","1.06","0","0","0.446","64.754","0","66.260"
"1979","9","Industrial","0","0","0","115.468","0.762","0","116.230"
"1979","9","Residential","0","0","0","59.842","0","0","59.842"
"1979","9","Transportation","0","0","0","0.000","0","0","0.000"
"1979","10","Commerical","0","0","0","1.173","0","0","1.173"
"1979","10","Electric Power","1.189","0","0","0.424","68.809","0","70.422"
"1979","10","Industrial","0","0","0","119.317","0.81","0","120.127"
"1979","10","Residential","0","0","0","61.837","0","0","61.837"
"1979","10","Transportation","0","0","0","0.000","0","0","0.000"
"1979","11","Commerical","0","0","0","1.135","0","0","1.135"
"1979","11","Electric Power","1.155","0","0","0.504","76.315","0","77.974"
"1979","11","Industrial","0","0","0","115.468","0.898","0","116.366"
"1979","11","Residential","0","0","0","59.842","0","0","59.842"
"1979","11","Transportation","0","0","0","0.000","0","0","0.000"
"1979","12","Commerical","0","0","0","1.173","0","0","1.173"
"1979","12","Electric Power","1.409","0","0","0.443","77.545","0","79.397"
"1979","12","Industrial","0","0","0","119.317","0.913","0","120.230"
"1979","12","Residential","0","0","0","61.837","0","0","61.837"
"1979","12","Transportation","0","0","0","0.000","0","0","0.000"
"1980","1","Commerical","0","0","0","1.779","0","0","1.779"
"1980","1","Electric Power","1.148","0","0","0.537","86.249","0","87.934"
"1980","1","Industrial","0","0","0","135.519","0.995","0","136.514"
"1980","1","Residential","0","0","0","71.995","0","0","71.995"
"1980","1","Transportation","0","0","0","0.000","0","0","0.000"
"1980","2","Commerical","0","0","0","1.664","0","0","1.664"
"1980","2","Electric Power","1.103","0","0","0.520","72.94","0","74.563"
"1980","2","Industrial","0","0","0","126.776","0.841","0","127.617"
"1980","2","Residential","0","0","0","67.350","0","0","67.350"
"1980","2","Transportation","0","0","0","0.000","0","0","0.000"
"1980","3","Commerical","0","0","0","1.779","0","0","1.779"
"1980","3","Electric Power","1.225","0","0","0.434","83.021","0","84.680"
"1980","3","Industrial","0","0","0","135.519","0.957","0","136.476"
"1980","3","Residential","0","0","0","71.995","0","0","71.995"
"1980","3","Transportation","0","0","0","0.000","0","0","0.000"
"1980","4","Commerical","0","0","0","1.721","0","0","1.721"
"1980","4","Electric Power","1.284","0","0","0.354","87.852","0","89.490"
"1980","4","Industrial","0","0","0","131.148","1.013","0","132.161"
"1980","4","Residential","0","0","0","69.672","0","0","69.672"
"1980","4","Transportation","0","0","0","0.000","0","0","0.000"
"1980","5","Commerical","0","0","0","1.779","0","0","1.779"
"1980","5","Electric Power","1.512","0","0","0.256","98.487","0","100.255"
"1980","5","Industrial","0","0","0","135.519","1.135","0","136.654"
"1980","5","Residential","0","0","0","71.995","0","0","71.995"
